PRODUCT,VALUE,DATE_TIME,CELL_ON_SITE,DW_A_NUMBER,DW_B_NUMBER,COUNTRY_A,COUNTRY_B,CELL_ID,SITE_ID
Voice,0,2012-05-07 23:27:11.0,0,6262f2c525a22e9,6a8c8ec27abab2a,19e2e,19e2e,51qrsXM+vt,51qrsXM+vt
data,0,2012-05-07 23:27:12.0,_,d5966de52d457ed,5a4dc9e82deb309,19e2e,OTHER,C8grE5ZbNp,C8grE5ZbNp
Voice,4,2012-05-07 23:27:30.0,1,4ecfce94662b81b,546bdf63e6c99ce,19e2e,19e2e,4Qx5kxOMvS,4Qx5kxOMvS
sms,0,2012-05-07 23:27:34.0,0,c044a67fdf2fd77,f169e8b583a4904,19e2e,19e2e,4K++Px614U,4K++Px614U
Voice,0,2012-05-07 23:27:36.0,1,571bd78f14beedd,725675523c3f171,19e2e,19e2e,+854AcBQT2,+854AcBQT2
Voice,2,2012-05-07 23:27:39.0,1,ae71eec4aa9884a,b3c44cca91d44a3,19e2e,19e2e,8lrPAakdPZ,8lrPAakdPZ
sms,0,2012-05-07 23:27:41.0,0,9b5e0a41eed127f,858e2b7eff73973,19e2e,19e2e,47yB6si0R9,47yB6si0R9
sms,0,2012-05-07 23:27:42.0,4,9b5e0a41eed127f,f72c11c8b26276c,19e2e,19e2e,6sY4KEpEo1,6sY4KEpEo1
sms,0,2012-05-07 23:27:47.0,1,6d10227297efcb9,7af76c2046e02f3,19e2e,OTHER,7tlY9abDqe,7tlY9abDqe
Voice,60,2012-05-07 23:27:54.0,1,a16546c67412c3d,de49afce829ac1d,19e2e,19e2e,CKHNgn/WlC,CKHNgn/WlC
sms,0,2012-05-07 23:27:55.0,2,455a9c1569321b8,cf4ddc24d425932,19e2e,19e2e,6N2tX92Rn0,6N2tX92Rn0
sms,0,2012-05-07 23:28:01.0,0,7dcfa7b8db73324,2a008654d13cb51,19e2e,19e2e,77XAFQmoad,77XAFQmoad
Voice,0,2012-05-07 23:28:01.0,2,8b14f1b55cc6a9d,406558fbf242d53,19e2e,19e2e,77XAFQmoad,77XAFQmoad
Voice,12,2012-05-07 23:28:04.0,0,9fe567efaefbeb3,496a23ca63b9f49,19e2e,19e2e,BdTpTFSFDH,BdTpTFSFDH
sms,0,2012-05-07 23:28:07.0,0,a048e1ab344dcd8,7af76c2046e02f3,19e2e,OTHER,A13t/dPIcF,A13t/dPIcF
sms,0,2012-05-07 23:28:12.0,0,189d460ca5e08f3,f0cbc82275b8631,19e2e,19e2e,4K++Px614U,4K++Px614U
sms,0,2012-05-07 23:28:18.0,0,5ae9afda204332a,7be2de6535c1060,19e2e,19e2e,4iv1FNJ67I,4iv1FNJ67I
sms,0,2012-05-07 23:28:19.0,0,f0cbc82275b8631,9914ba61411411a,19e2e,19e2e,2QJBu82fT3,2QJBu82fT3
Voice,0,2012-05-07 23:28:20.0,3,2f660a3230cce5a,0bc04a7ce2ea415,19e2e,19e2e,+weksowKR7,+weksowKR7
sms,0,2012-05-07 23:28:25.0,1,03877be4c454156,45bb064c0eb80b1,19e2e,19e2e,6m99mfvFpw,6m99mfvFpw
Voice,0,2012-05-07 23:28:26.0,1,86fd8bd685883c5,43b46592b53808c,19e2e,19e2e,4dIMsQQRsa,4dIMsQQRsa
sms,0,2012-05-07 23:28:29.0,2,3a9ac2f9871c89b,aaaf0e4bdec7311,19e2e,19e2e,8GqjWcIWAp,8GqjWcIWAp
data,20,2012-05-07 23:28:38.0,_,451bfe09df364ae,5a4dc9e82deb309,19e2e,OTHER,5HIw+QO+tV,5HIw+QO+tV
sms,0,2012-05-07 23:28:43.0,0,08fc42f1714f808,aaaf0e4bdec7311,19e2e,19e2e,+R5ccmtyJf,+R5ccmtyJf
data,0,2012-05-07 23:28:46.0,_,6899ff55f444349,5a4dc9e82deb309,19e2e,OTHER,+38u2u/rfx,+38u2u/rfx
data,0,2012-05-07 23:28:52.0,_,1c93b1bc88dc932,5a4dc9e82deb309,19e2e,OTHER,9YcryBb46d,9YcryBb46d
Voice,0,2012-05-07 23:28:59.0,1,3387007802e5a74,80e450a5688ee27,19e2e,19e2e,8X69F2OHjn,8X69F2OHjn
data,0,2012-05-07 23:28:59.0,_,4e38a74b89e2cbe,5a4dc9e82deb309,19e2e,OTHER,AjxdW/0Nf4,AjxdW/0Nf4
Voice,90,2012-05-07 23:29:09.0,0,51dbe9eaa3d27c3,60cb6da24d1ed39,19e2e,19e2e,CvUAiacu51,CvUAiacu51
data,0,2012-05-07 23:29:13.0,_,348208f89983351,5a4dc9e82deb309,19e2e,OTHER,5HIw+QO+tV,5HIw+QO+tV
sms,0,2012-05-07 23:29:22.0,4,9488bad31abe5d4,a13910376f62969,19e2e,19e2e,64Z7+ykhsT,64Z7+ykhsT
Voice,0,2012-05-07 23:29:30.0,5,3631da864f65c4c,3ce5cf7a892b976,19e2e,19e2e,4hqZ6VS+Pe,4hqZ6VS+Pe
Voice,59,2012-05-07 23:29:32.0,2,ff6d791575ba02e,8f439864f06333b,19e2e,19e2e,BOhNtjjr5l,BOhNtjjr5l
sms,0,2012-05-07 23:29:48.0,1,9528f98a732beff,fe546de1926b8ca,19e2e,19e2e,1e6np3yqFN,1e6np3yqFN
Voice,3,2012-05-07 23:29:50.0,1,1185f52a640c213,dc0e84dd765f0df,19e2e,19e2e,3mQAiRAfo7,3mQAiRAfo7
sms,0,2012-05-07 23:29:54.0,0,b82c18e7761aab1,27574e000591e19,19e2e,19e2e,AHxQsjZIl1,AHxQsjZIl1
Voice,0,2012-05-07 23:30:03.0,1,0d24b3d69005be0,18f668d35f62164,19e2e,19e2e,0MZBLLzPYZ,0MZBLLzPYZ
sms,0,2012-05-07 23:30:05.0,1,47695d6dd5bc9ea,e3d745555eb53b4,19e2e,19e2e,/eeMklgyJA,/eeMklgyJA
Voice,5,2012-05-07 23:30:17.0,4,8c2ea495c2e8cc3,79a290e90433711,19e2e,19e2e,69PzMuWJR2,69PzMuWJR2
sms,25,2012-05-07 23:30:20.0,3,2efc57982c89d91,4268a6f7811c6d1,19e2e,19e2e,DGnln+AcV1,DGnln+AcV1
data,0,2012-05-07 23:30:21.0,_,647f48fcf7a9ec3,5a4dc9e82deb309,19e2e,OTHER,2QJBu82fT3,2QJBu82fT3
Voice,126,2012-05-07 23:30:23.0,0,2c45a7d96216c95,f19047d4f6f41df,19e2e,19e2e,176sGHv7Ym,176sGHv7Ym
Voice,33,2012-05-07 23:30:25.0,2,c261a1614384761,850e669381383ba,19e2e,19e2e,2q0YsSCxbH,2q0YsSCxbH
sms,0,2012-05-07 23:30:33.0,2,506b044a9ba1028,aaaf0e4bdec7311,19e2e,19e2e,0UFkHqX87G,0UFkHqX87G
Voice,37,2012-05-07 23:30:33.0,2,98f639346bf6131,23e6196d02b23d8,19e2e,19e2e,8kPSO4xAwY,8kPSO4xAwY
sms,50,2012-05-07 23:30:36.0,1,24da1821ddcf497,60aaf3c4f46aaba,19e2e,19e2e,CUHgucWY5a,CUHgucWY5a
sms,0,2012-05-07 23:30:38.0,1,39d4105c32c0275,2aa501c806cded8,19e2e,19e2e,6wAT3Dufmo,6wAT3Dufmo
Voice,9,2012-05-07 23:30:38.0,2,f990a6c44fcc958,fc7685b4797f102,19e2e,19e2e,CZn1sFJ1kx,CZn1sFJ1kx
sms,0,2012-05-07 23:30:45.0,1,a2e3dd73f496576,aaaf0e4bdec7311,19e2e,19e2e,9/CstAxGD8,9/CstAxGD8
data,0,2012-05-07 23:30:46.0,_,36b5a1a6882b574,5a4dc9e82deb309,19e2e,OTHER,051KhYDCpv,051KhYDCpv
sms,0,2012-05-07 23:30:46.0,2,a1f1f7d8ea37072,0bf6be6e572d87f,19e2e,19e2e,3gJPHLhVkO,3gJPHLhVkO
Voice,6,2012-05-07 23:30:49.0,2,f463fb339eb5c4b,f7f10b3b2b3637d,19e2e,19e2e,/lrUXVGVcN,/lrUXVGVcN
sms,0,2012-05-07 23:30:51.0,1,a6b85d83fb7d38e,e09e736e46c5c3d,19e2e,19e2e,AOK0ydVcML,AOK0ydVcML
Voice,0,2012-05-07 23:30:55.0,5,b30ef463d9e8380,4dbc5eada4c2022,19e2e,19e2e,4oRa9YwYR4,4oRa9YwYR4
Voice,0,2012-05-07 23:31:00.0,4,1cf3a98505ee4cc,4571828cc5decad,19e2e,19e2e,35gi1DzgNK,35gi1DzgNK
data,0,2012-05-07 23:31:15.0,_,4f1aa89429bbf81,5a4dc9e82deb309,19e2e,OTHER,C0BHe0rClY,C0BHe0rClY
Voice,79,2012-05-07 23:31:17.0,2,6b11108e4409fb7,b94888b8707e6f2,19e2e,19e2e,4wcFwPWjZJ,4wcFwPWjZJ
Voice,4,2012-05-07 23:31:20.0,4,fe9dec989119082,cb43b5491b506dc,19e2e,19e2e,AmEVnt2t2G,AmEVnt2t2G
sms,0,2012-05-07 23:31:27.0,0,3ba766601e76316,f36df679e17d66f,19e2e,19e2e,+QZ9qRtNxA,+QZ9qRtNxA
sms,0,2012-05-07 23:31:33.0,2,4f051909b98d6a4,9766840d7a1a523,19e2e,19e2e,3IoIGy1+o8,3IoIGy1+o8
data,0,2012-05-07 23:31:37.0,_,e120867ee3b9f66,5a4dc9e82deb309,19e2e,OTHER,EZ5x4xfIAA,EZ5x4xfIAA
sms,0,2012-05-07 23:31:44.0,1,0fdba71d568ceb7,aaaf0e4bdec7311,19e2e,19e2e,7OHAroPjiI,7OHAroPjiI
Voice,0,2012-05-07 23:31:54.0,1,63d3e790a419205,2a50bd632924bda,19e2e,19e2e,8lrPAakdPZ,8lrPAakdPZ
sms,0,2012-05-07 23:31:55.0,4,1d8083491328f6a,52fbefc8ada2523,19e2e,19e2e,0nabagle1r,0nabagle1r
Voice,0,2012-05-07 23:32:24.0,1,0aee51aa8464a09,bc8464401041ccc,19e2e,19e2e,CpDSYgzXfq,CpDSYgzXfq
Voice,24,2012-05-07 23:32:25.0,2,d7c142e0108f105,cae491f5dc17426,19e2e,19e2e,4dIMsQQRsa,4dIMsQQRsa
sms,0,2012-05-07 23:32:30.0,1,0e05a93c1851072,5a3392f06e95ac9,19e2e,19e2e,4wcFwPWjZJ,4wcFwPWjZJ
sms,0,2012-05-07 23:32:31.0,2,8b77d6511a8ae80,b71b4470a0b96bf,19e2e,19e2e,69PzMuWJR2,69PzMuWJR2
Voice,41,2012-05-07 23:32:33.0,4,8d8fd5e1822b36d,4bdc7383d381c63,19e2e,19e2e,A0Zx8a4rBD,A0Zx8a4rBD
Voice,0,2012-05-07 23:32:42.0,0,a1b1089426905d3,db430fccc98c516,19e2e,19e2e,54Pb8dz/52,54Pb8dz/52
Voice,79,2012-05-07 23:32:44.0,1,e9a2f38f909f96e,0af90fb2e2a10ba,19e2e,19e2e,BibJ2PNHaK,BibJ2PNHaK
sms,0,2012-05-07 23:32:47.0,4,3f4e6ce60805187,2e793844669c170,19e2e,19e2e,/TJNe+Mmtu,/TJNe+Mmtu
sms,0,2012-05-07 23:32:48.0,1,9528f98a732beff,3b71bc57ae31106,19e2e,19e2e,7gPmMhAztg,7gPmMhAztg
data,0,2012-05-07 23:32:50.0,_,9d726734e35b617,5a4dc9e82deb309,19e2e,OTHER,9C2kuGliRa,9C2kuGliRa
sms,0,2012-05-07 23:33:03.0,1,1c55d4050659426,844c9436245c5ce,19e2e,19e2e,4QKeMhmYjp,4QKeMhmYjp
Voice,18,2012-05-07 23:33:03.0,1,118d58b46c13ba4,50d2a9aa09b3d56,19e2e,19e2e,77XAFQmoad,77XAFQmoad
sms,0,2012-05-07 23:33:10.0,0,2fb52a038c923d7,e09e736e46c5c3d,19e2e,19e2e,9Ex/t6MZkC,9Ex/t6MZkC
sms,0,2012-05-07 23:33:20.0,0,e3524c4e63db823,513b6b5d9407110,19e2e,19e2e,0eNnL1pokg,0eNnL1pokg
sms,0,2012-05-07 23:33:30.0,3,8b542dc9a17a159,6f3ed1aea66c55b,19e2e,19e2e,5HIw+QO+tV,5HIw+QO+tV
sms,50,2012-05-07 23:33:30.0,0,20c12773e90d4e2,b248405091eeebb,19e2e,19e2e,5bFHC1hRn8,5bFHC1hRn8
sms,0,2012-05-07 23:33:48.0,1,7749f3c0b64b41c,46a184092591c49,19e2e,19e2e,93mO70RgHR,93mO70RgHR
sms,0,2012-05-07 23:33:54.0,4,30c9607d0503096,aaaf0e4bdec7311,19e2e,19e2e,A4qKbVuQeJ,A4qKbVuQeJ
data,0,2012-05-07 23:34:06.0,_,ef220d5c2ace585,5a4dc9e82deb309,19e2e,OTHER,7lzv+ATCVV,7lzv+ATCVV
Voice,0,2012-05-07 23:34:10.0,2,db1dc0f0f8fd8e6,88884b681927145,19e2e,19e2e,5pIl0RaDmd,5pIl0RaDmd
Voice,14,2012-05-07 23:34:14.0,1,d11e6eca1fa3d59,791ae4da3b297a6,19e2e,19e2e,5RMks2Nhbt,5RMks2Nhbt
Voice,9,2012-05-07 23:34:17.0,0,642a025cf55de5a,d650c5fdc4c77b2,19e2e,19e2e,DeMusXiSy8,DeMusXiSy8
Voice,0,2012-05-07 23:34:20.0,2,9ceeed56ecc9da1,9b51d5745d0926a,19e2e,19e2e,0TTGQF5ChH,0TTGQF5ChH
Voice,20,2012-05-07 23:34:34.0,2,ab2e0e412b647b7,7eca6ac27b624f6,19e2e,19e2e,CzqsDfGT4M,CzqsDfGT4M
sms,0,2012-05-07 23:34:44.0,0,59f71feb94e3bb9,9f0a5ad61c8c768,19e2e,19e2e,5RMks2Nhbt,5RMks2Nhbt
Voice,0,2012-05-07 23:34:46.0,1,4e6a3f5580e7251,9e65b595816d774,19e2e,19e2e,7OeLONGBwT,7OeLONGBwT
Voice,11,2012-05-07 23:34:46.0,3,4c71ca3ac48d20f,0f847139782345a,19e2e,OTHER,7lzv+ATCVV,7lzv+ATCVV
Voice,6,2012-05-07 23:34:47.0,0,02af36cf8fdc49b,f3cda9fe652bde3,19e2e,19e2e,1e6np3yqFN,1e6np3yqFN
Voice,210,2012-05-07 23:34:53.0,0,541173ca74fc5cf,7da2fab566bb82e,19e2e,19e2e,3gJPHLhVkO,3gJPHLhVkO
sms,0,2012-05-07 23:34:55.0,5,fd8b3558466285d,eb0c165bfd97c2f,19e2e,19e2e,0Fmr/IZtQ+,0Fmr/IZtQ+
Voice,42,2012-05-07 23:35:00.0,0,7a1da882b41ee6f,1127879197802e5,19e2e,19e2e,9dErPB9dKW,9dErPB9dKW
Voice,0,2012-05-07 23:35:00.0,0,201935bb2cdefe8,d0cee847cf5e827,19e2e,19e2e,CvUAiacu51,CvUAiacu51
sms,0,2012-05-07 23:35:00.0,1,dc0a476213e44da,e09e736e46c5c3d,19e2e,19e2e,EZ5x4xfIAA,EZ5x4xfIAA
sms,0,2012-05-07 23:35:04.0,0,cc132a4925c1849,09f2e135e336f31,19e2e,19e2e,DIlrx2FgIV,DIlrx2FgIV
Voice,180,2012-05-07 23:35:12.0,1,9fa9df86da5262a,768668cec543c4a,19e2e,19e2e,Ewt6ZQbMkN,Ewt6ZQbMkN
Voice,6,2012-05-07 23:35:30.0,4,bca888377e26b36,05cb967b47441a2,19e2e,19e2e,B5ehoKDHeD,B5ehoKDHeD
sms,0,2012-05-07 23:35:36.0,0,2d4e0184280095c,2e14701038775e0,19e2e,19e2e,2PbwFG2K9y,2PbwFG2K9y
Voice,0,2012-05-07 23:35:38.0,0,ea9edb4ad4d6681,c6b3b0d407210ba,19e2e,19e2e,FEM6ZufS6y,FEM6ZufS6y
sms,0,2012-05-07 23:35:40.0,3,4a02983b35090ed,93343ba6e41af95,19e2e,19e2e,5N6qCbLgiM,5N6qCbLgiM
sms,0,2012-05-07 23:35:40.0,0,3e4615e04dda3bd,e09e736e46c5c3d,19e2e,19e2e,AmEVnt2t2G,AmEVnt2t2G
sms,0,2012-05-07 23:35:45.0,1,cb9575e26716ad0,6b00015b2979513,19e2e,19e2e,1JODMow6DN,1JODMow6DN
sms,0,2012-05-07 23:35:51.0,2,587fb517e93bf89,7885be702ca188a,19e2e,19e2e,AZy+zOT2wN,AZy+zOT2wN
sms,25,2012-05-07 23:35:57.0,5,6572d99c2555230,915a892653b3e8e,19e2e,19e2e,35gi1DzgNK,35gi1DzgNK
sms,0,2012-05-07 23:36:03.0,0,328754043b92fe6,4766cbb8ab19065,19e2e,19e2e,0bkzm1pTtP,0bkzm1pTtP
sms,0,2012-05-07 23:36:07.0,5,0510890550b3574,93ae33284c97cd5,19e2e,19e2e,60rBK3VnF7,60rBK3VnF7
sms,0,2012-05-07 23:36:10.0,1,0b72f1c6b6a62cc,d7e663e10e9a00d,19e2e,19e2e,32deIlH9L6,32deIlH9L6
data,0,2012-05-07 23:36:17.0,_,252ad8ce74ca7b1,5a4dc9e82deb309,19e2e,OTHER,+bO+qkSonO,+bO+qkSonO
sms,0,2012-05-07 23:36:19.0,2,3a6789c3a711537,eaddf322780142c,19e2e,19e2e,69PzMuWJR2,69PzMuWJR2
Voice,0,2012-05-07 23:36:22.0,1,b1c917da22810d3,02d626e0b8b40b0,19e2e,19e2e,DDdMwH7mXx,DDdMwH7mXx
Voice,107,2012-05-07 23:36:24.0,1,0850b4dceab51af,4d8b5da7a94b0cc,19e2e,19e2e,4506CmswTv,4506CmswTv
sms,0,2012-05-07 23:36:24.0,5,80f62dca6d4e004,4792e7d8d05ca0c,19e2e,19e2e,DIlrx2FgIV,DIlrx2FgIV
Voice,0,2012-05-07 23:36:27.0,0,cc01d51c2464c58,19e68e80103885e,19e2e,19e2e,176sGHv7Ym,176sGHv7Ym
sms,0,2012-05-07 23:36:30.0,0,5d8fa811f02c644,542aabf75cd5dc4,19e2e,19e2e,6wx/uwX8LG,6wx/uwX8LG
sms,0,2012-05-07 23:36:33.0,2,e104aaf7f1c2812,ad3f8784e44d1ae,19e2e,19e2e,Ev59W2ltgS,Ev59W2ltgS
sms,0,2012-05-07 23:36:36.0,1,c10edf783d03d49,36e3347be1aceb7,19e2e,19e2e,22Z3fM8uPX,22Z3fM8uPX
sms,50,2012-05-07 23:36:36.0,0,16cfffc9a2419ae,6ebf99e42dfb14a,19e2e,19e2e,4hqZ6VS+Pe,4hqZ6VS+Pe
Voice,13,2012-05-07 23:36:49.0,1,406b59c2fa4a057,3bcf20f1d3d3a98,19e2e,19e2e,GTfvWnokqM,GTfvWnokqM
sms,0,2012-05-07 23:36:53.0,3,d69746724ba948d,dbc1a32470c3fcb,19e2e,19e2e,8kPSO4xAwY,8kPSO4xAwY
sms,0,2012-05-07 23:36:54.0,1,0ee9ca07c06bcf1,29ec95781600f2c,19e2e,19e2e,BOhNtjjr5l,BOhNtjjr5l
Voice,150,2012-05-07 23:36:55.0,1,8aab12a10192521,50acbe3ceb514f7,19e2e,19e2e,4wcFwPWjZJ,4wcFwPWjZJ
Voice,0,2012-05-07 23:37:02.0,1,b0c0678e1f8764b,e534e9d2a35e442,19e2e,19e2e,A0Zx8a4rBD,A0Zx8a4rBD
sms,0,2012-05-07 23:37:05.0,1,44347acc1fe49ae,1cbde42c838764e,19e2e,19e2e,+854AcBQT2,+854AcBQT2
Voice,0,2012-05-07 23:37:05.0,0,3812bc5d8cbdd4e,3b38ce6d176a826,19e2e,19e2e,0eNnL1pokg,0eNnL1pokg
Voice,0,2012-05-07 23:37:06.0,2,90522332f064efe,8320619c4241dae,19e2e,19e2e,88A1uJBVDS,88A1uJBVDS
sms,0,2012-05-07 23:37:08.0,3,868b4ac75a7c158,e09e736e46c5c3d,19e2e,19e2e,DLaN/v1XdI,DLaN/v1XdI
sms,0,2012-05-07 23:37:09.0,1,6711fe94219cd51,8ba33089edcd8cf,19e2e,19e2e,2PbwFG2K9y,2PbwFG2K9y
sms,0,2012-05-07 23:37:10.0,1,a17073fce8ff87e,e09e736e46c5c3d,19e2e,19e2e,GhG2pmTPYR,GhG2pmTPYR
Voice,0,2012-05-07 23:37:22.0,0,2a408f50597d47b,967b75bad5295db,19e2e,19e2e,9hl3yLvU6j,9hl3yLvU6j
sms,0,2012-05-07 23:37:23.0,4,31ea14016e18d0d,e09e736e46c5c3d,19e2e,19e2e,7yyC59SmzM,7yyC59SmzM
sms,0,2012-05-07 23:37:24.0,0,3aedfe0e26b60cd,c073bcda54efcd4,19e2e,19e2e,0DeimCpZOc,0DeimCpZOc
sms,0,2012-05-07 23:37:24.0,5,33f9eb8372838d9,b4dfb8b062c6253,19e2e,19e2e,CUPfBzjJhL,CUPfBzjJhL
Voice,0,2012-05-07 23:37:27.0,0,1db15239bbd75f3,0669a81245e7621,19e2e,19e2e,2vqM21lFHK,2vqM21lFHK
Voice,47,2012-05-07 23:37:29.0,1,d3c34c611ee2bb1,358b07106d4d431,19e2e,19e2e,7lzv+ATCVV,7lzv+ATCVV
sms,0,2012-05-07 23:37:30.0,2,8a8eb7c0a756008,eb0ac040df304f9,19e2e,19e2e,8Wvb3sNuru,8Wvb3sNuru
data,0,2012-05-07 23:37:30.0,_,94ea7348ab4bf77,5a4dc9e82deb309,19e2e,OTHER,BibJ2PNHaK,BibJ2PNHaK
Voice,16,2012-05-07 23:37:31.0,3,c8ba3cfd3b13ca6,b152b3f66e7a73d,19e2e,19e2e,2FzOAUm82C,2FzOAUm82C
data,0,2012-05-07 23:37:34.0,_,55e39a9e4f9482c,5a4dc9e82deb309,19e2e,OTHER,1mtIa2GRBc,1mtIa2GRBc
Voice,0,2012-05-07 23:37:37.0,0,42b18bab971e5e6,343228a35c1b749,19e2e,19e2e,+ZaaZozy/+,+ZaaZozy/+
sms,0,2012-05-07 23:37:39.0,1,a7a86b45f71c7e8,64266ab6b6f564a,19e2e,19e2e,FSTkdCgmAC,FSTkdCgmAC
data,0,2012-05-07 23:37:46.0,_,2aa40984961d64c,5a4dc9e82deb309,19e2e,OTHER,Eh5MKGYO02,Eh5MKGYO02
sms,50,2012-05-07 23:37:48.0,5,3a84b9938c2aa6c,9b0cb8fcb8adf42,19e2e,19e2e,1FvEkI2KCW,1FvEkI2KCW
sms,50,2012-05-07 23:37:50.0,1,3b1dfe4b816cc4f,2d5a350b87d14d4,19e2e,19e2e,Fs0G3i4Iln,Fs0G3i4Iln
sms,50,2012-05-07 23:37:51.0,1,c6fe0f0681b829e,b2b7200ff82e969,19e2e,19e2e,AJ5dgXjb+X,AJ5dgXjb+X
Voice,98,2012-05-07 23:37:57.0,1,c4780f5011a2276,21082ee3a153b75,19e2e,19e2e,3IoIGy1+o8,3IoIGy1+o8
sms,0,2012-05-07 23:37:58.0,2,51f5e0922d6f617,38bf81710f746c7,19e2e,19e2e,93mO70RgHR,93mO70RgHR
sms,0,2012-05-07 23:37:59.0,1,be82c2f44b1e203,e09e736e46c5c3d,19e2e,19e2e,CpDSYgzXfq,CpDSYgzXfq
Voice,0,2012-05-07 23:37:59.0,3,04666b65648241b,6eb60bf68756dd8,19e2e,19e2e,FLtt+9eiRQ,FLtt+9eiRQ
Voice,150,2012-05-07 23:38:01.0,2,63007c9f8907b8f,5f840e62d13a82b,19e2e,19e2e,FiUfYp6nKO,FiUfYp6nKO
Voice,21,2012-05-07 23:38:02.0,1,dd6a430e15ed1cb,4465d74c5bbb267,19e2e,19e2e,8JgRZeFDVZ,8JgRZeFDVZ
data,10,2012-05-07 23:38:05.0,_,e705b0cdcded6e0,5a4dc9e82deb309,19e2e,OTHER,9/CstAxGD8,9/CstAxGD8
sms,0,2012-05-07 23:38:13.0,1,df9378698fd8c3f,e041e1b94e8dc12,19e2e,19e2e,1DLa1Gsiik,1DLa1Gsiik
sms,0,2012-05-07 23:38:13.0,4,65b7c80224903d5,254594217db7e1c,19e2e,19e2e,DeMusXiSy8,DeMusXiSy8
sms,0,2012-05-07 23:38:14.0,5,9a6192ec639a73c,e09e736e46c5c3d,19e2e,19e2e,6nS9dyWFhF,6nS9dyWFhF
data,0,2012-05-07 23:38:17.0,_,f90c8275d805c5b,5a4dc9e82deb309,19e2e,OTHER,BibJ2PNHaK,BibJ2PNHaK
sms,0,2012-05-07 23:38:21.0,0,10da10b3ea6ec90,468d7ce4ebd35f7,19e2e,19e2e,6i0cAvBgMU,6i0cAvBgMU
Voice,0,2012-05-07 23:38:26.0,1,8ab94fc5339882b,0bc3d9b47427ad9,19e2e,19e2e,GOpDu8xA/4,GOpDu8xA/4
sms,0,2012-05-07 23:38:29.0,4,c3722654514507b,54a8412f3d23cd2,19e2e,19e2e,5w04RNltpC,5w04RNltpC
sms,0,2012-05-07 23:38:33.0,2,ca9ecf8486cd2c5,aaaf0e4bdec7311,19e2e,19e2e,7nMMXP2kCj,7nMMXP2kCj
Voice,0,2012-05-07 23:38:35.0,2,3ae6415c0114d10,28bf7cdf1c164a1,19e2e,19e2e,EQ7f+AqXtU,EQ7f+AqXtU
sms,0,2012-05-07 23:38:37.0,1,aebfb35dc884301,1408deb8851a7b5,19e2e,19e2e,/MMplBlWjh,/MMplBlWjh
sms,0,2012-05-07 23:38:50.0,4,3a03fc84bb79031,aaaf0e4bdec7311,19e2e,19e2e,84GaTlSvVd,84GaTlSvVd
Voice,20,2012-05-07 23:38:52.0,5,893b9eb3ed5537f,e0c19aa116d840c,19e2e,19e2e,CiW7Jvq070,CiW7Jvq070
data,0,2012-05-07 23:38:53.0,_,cc420ca454e5d61,5a4dc9e82deb309,19e2e,OTHER,0nabagle1r,0nabagle1r
sms,0,2012-05-07 23:38:53.0,4,b57515248888c00,503980607e8f8ab,19e2e,19e2e,9hl3yLvU6j,9hl3yLvU6j
sms,0,2012-05-07 23:38:54.0,2,ecdc482b120c9d5,13fdc68816942bf,19e2e,19e2e,7yyC59SmzM,7yyC59SmzM
sms,0,2012-05-07 23:38:56.0,0,b1470547f5f1d8b,0dcd371f161fa93,19e2e,19e2e,FDcS1VE6Ua,FDcS1VE6Ua
sms,0,2012-05-07 23:39:13.0,2,b180d01b4646ef3,caf80555b31cfbe,19e2e,19e2e,E+CjrlLgnp,E+CjrlLgnp
Voice,0,2012-05-07 23:39:14.0,2,3e4629050e16a74,9de1c1ef8a1c304,19e2e,19e2e,5RMks2Nhbt,5RMks2Nhbt
sms,0,2012-05-07 23:39:15.0,1,2b8dfbfda160ebb,041c5990f1f7e5e,19e2e,19e2e,3cVu6QQcZ6,3cVu6QQcZ6
Voice,0,2012-05-07 23:39:22.0,4,5b8a72bbb7494d8,cb937827df64502,19e2e,19e2e,051KhYDCpv,051KhYDCpv
sms,0,2012-05-07 23:39:27.0,0,5c12685d9f6c0f5,5346c40d7a22254,19e2e,19e2e,2FzOAUm82C,2FzOAUm82C
Voice,12,2012-05-07 23:39:33.0,2,06e94ac1ee5cbba,5cc59a4767662ce,19e2e,19e2e,+weksowKR7,+weksowKR7
sms,0,2012-05-07 23:39:33.0,2,b388729542f4562,52647deee367ce4,19e2e,19e2e,DIlrx2FgIV,DIlrx2FgIV
sms,0,2012-05-07 23:39:35.0,1,03bb7ee99290d95,7d4e8680839ece0,19e2e,19e2e,EZ5x4xfIAA,EZ5x4xfIAA
sms,25,2012-05-07 23:39:40.0,2,1eb42920541f569,9952eb3909e21cc,19e2e,19e2e,8kLhFbpw0Y,8kLhFbpw0Y
Voice,3,2012-05-07 23:39:45.0,2,a1fd787ba371606,9ee1727c626b1bf,19e2e,19e2e,8kPSO4xAwY,8kPSO4xAwY
sms,0,2012-05-07 23:39:51.0,0,ef97fbd0ae51c31,977f021406f20d5,19e2e,19e2e,176sGHv7Ym,176sGHv7Ym
Voice,1,2012-05-07 23:39:51.0,2,a4bcec92ce4fac8,222f4a65fbfa877,19e2e,19e2e,BBaYVXRKMU,BBaYVXRKMU
data,0,2012-05-07 23:39:53.0,_,f8535e93e6f13b6,5a4dc9e82deb309,19e2e,OTHER,IcWigx4C+m,IcWigx4C+m
Voice,22,2012-05-07 23:39:56.0,2,76429405cfad134,002da971e07186c,19e2e,19e2e,EpCRhkGWMS,EpCRhkGWMS
