PRODUCT,VALUE,DATE_TIME,CELL_ON_SITE,DW_A_NUMBER_INT,DW_B_NUMBER_INT,COUNTRY_A,COUNTRY_B,CELLID,SIET_ID
Voice,0,2012-05-08 23:31:33.0,3,ceb2f79d9487d1a,451960a006233bb,19e2e,19e2e,AeMTQ9ZejC,AeMTQ9ZejC
Voice,44,2012-05-08 23:31:34.0,2,2a2f40ff5add7c3,c096c10587709d9,19e2e,19e2e,D0cnAd6cFq,D0cnAd6cFq
sms,0,2012-05-08 23:31:35.0,5,d865d3e0e6033d9,85ccb9b50f297e0,19e2e,19e2e,7OHAroPjiI,7OHAroPjiI
Voice,3,2012-05-08 23:31:37.0,2,0ee4da55f580e9a,74a349a3a054e30,19e2e,19e2e,7H1bCvAoDZ,7H1bCvAoDZ
data,0,2012-05-08 23:31:40.0,_,d4f98931e622921,5a4dc9e82deb309,19e2e,OTHER,0r4EVaG2A/,0r4EVaG2A/
sms,0,2012-05-08 23:31:49.0,5,19e3396bfbd2784,c3ffd295e15ae51,19e2e,19e2e,C8grE5ZbNp,C8grE5ZbNp
sms,0,2012-05-08 23:31:50.0,2,da07d1b5f3eaadd,f2bbb366a9a3f1d,19e2e,19e2e,C5aZKGt6gS,C5aZKGt6gS
sms,0,2012-05-08 23:31:51.0,2,962802c6df3bf46,aaaf0e4bdec7311,19e2e,19e2e,54Pb8dz/52,54Pb8dz/52
sms,0,2012-05-08 23:31:53.0,1,09266e656526ace,e09e736e46c5c3d,19e2e,19e2e,AmI7qFYUVu,AmI7qFYUVu
sms,0,2012-05-08 23:31:56.0,0,d009637819659da,d164ed0a0cf2360,19e2e,19e2e,1BFUFggilV,1BFUFggilV
data,0,2012-05-08 23:31:57.0,_,538c41a8b55047c,5a4dc9e82deb309,19e2e,OTHER,4Qx5kxOMvS,4Qx5kxOMvS
Voice,0,2012-05-08 23:32:01.0,1,ba89d78202ba126,a86935d3e7ea11e,19e2e,19e2e,/NPTR0H+5I,/NPTR0H+5I
Voice,0,2012-05-08 23:32:01.0,0,869d5c98cb9fe4d,e2e70084a64e124,19e2e,19e2e,7tlY9abDqe,7tlY9abDqe
sms,0,2012-05-08 23:32:08.0,0,b6c906a4368a508,aaaf0e4bdec7311,19e2e,19e2e,5pIl0RaDmd,5pIl0RaDmd
sms,0,2012-05-08 23:32:17.0,2,8a4ad41bb45a5f1,c89c1dd7750a594,19e2e,19e2e,8kPSO4xAwY,8kPSO4xAwY
Voice,17,2012-05-08 23:32:23.0,0,2a512db716d32ec,7c231ace65b9ff9,19e2e,OTHER,77XAFQmoad,77XAFQmoad
sms,0,2012-05-08 23:32:26.0,1,153bd81b02b7940,19014b34fff1a2f,19e2e,19e2e,7ivh8SIq8X,7ivh8SIq8X
sms,0,2012-05-08 23:32:26.0,3,d2ca49c3e39bb07,88f5d4dc418b93a,19e2e,19e2e,BibJ2PNHaK,BibJ2PNHaK
sms,0,2012-05-08 23:32:36.0,1,8066317f075ec3b,e171372befce073,19e2e,19e2e,C7KGmBdYL5,C7KGmBdYL5
sms,0,2012-05-08 23:32:58.0,2,9a605f2fe4ee32c,1afe1e92119997c,19e2e,19e2e,6X4+hML4kB,6X4+hML4kB
Voice,0,2012-05-08 23:33:03.0,2,344328852e4499a,8247606f27aac60,19e2e,19e2e,5pIl0RaDmd,5pIl0RaDmd
Voice,318,2012-05-08 23:33:14.0,0,374168e73fd3721,5dd27568fff5916,19e2e,19e2e,9l97s9YtkD,9l97s9YtkD
Voice,0,2012-05-08 23:33:14.0,0,4616ca3e6d36d8f,5fd138c5b0521af,19e2e,19e2e,DDdMwH7mXx,DDdMwH7mXx
Voice,44,2012-05-08 23:33:18.0,4,96b7d4aec86ed53,52b81cfe0645ea6,19e2e,19e2e,ETS5upSJ97,ETS5upSJ97
Voice,0,2012-05-08 23:33:37.0,0,ad8b351645ef14a,2ab579fbe7e57fc,19e2e,19e2e,CUPfBzjJhL,CUPfBzjJhL
Voice,70,2012-05-08 23:33:39.0,0,19e56056c70a98d,c7e06d8efc910de,19e2e,19e2e,5RMks2Nhbt,5RMks2Nhbt
Voice,0,2012-05-08 23:33:43.0,2,99e70dd7edbf315,1384eefadf7b6e4,19e2e,19e2e,40+2aJ4uAc,40+2aJ4uAc
sms,0,2012-05-08 23:33:44.0,1,60dfd27f53ab995,e24e2712c351eab,19e2e,19e2e,18MlD9e2CO,18MlD9e2CO
data,0,2012-05-08 23:33:46.0,_,0c599f8f06dbccc,5a4dc9e82deb309,19e2e,OTHER,32deIlH9L6,32deIlH9L6
data,0,2012-05-08 23:33:50.0,_,03420024ea3d462,5a4dc9e82deb309,19e2e,OTHER,8Wvb3sNuru,8Wvb3sNuru
data,0,2012-05-08 23:33:52.0,_,7f2c69bf1bc9a82,5a4dc9e82deb309,19e2e,OTHER,9C2kuGliRa,9C2kuGliRa
sms,25,2012-05-08 23:34:04.0,2,b2f54b339f6db60,c2b81c4ed76cadb,19e2e,19e2e,4dIMsQQRsa,4dIMsQQRsa
sms,0,2012-05-08 23:34:11.0,0,9f61b93d802d315,e09e736e46c5c3d,19e2e,19e2e,C0BHe0rClY,C0BHe0rClY
sms,0,2012-05-08 23:34:12.0,2,82b4f8271bb0856,ef99b1d4d39457a,19e2e,19e2e,7gPmMhAztg,7gPmMhAztg
sms,0,2012-05-08 23:34:25.0,0,1fc09d3a1bf1a4c,2b7c1d7512c8b58,19e2e,19e2e,6dZgOHeA29,6dZgOHeA29
Voice,0,2012-05-08 23:34:30.0,0,8e26e6d1425c553,3e114758cc54110,19e2e,19e2e,5IfBEq1g5D,5IfBEq1g5D
sms,0,2012-05-08 23:34:36.0,4,19156243a9af8d7,fe7d9f0b8b85b2f,19e2e,19e2e,5bFHC1hRn8,5bFHC1hRn8
sms,0,2012-05-08 23:34:39.0,0,f3454524876761b,841529e14421822,19e2e,19e2e,CUPfBzjJhL,CUPfBzjJhL
Voice,27,2012-05-08 23:34:41.0,0,48b8a7fa978593d,e68a327e67f5456,19e2e,19e2e,F/Q4Nc9SI1,F/Q4Nc9SI1
sms,0,2012-05-08 23:34:52.0,3,04bbb8b181144f3,e09e736e46c5c3d,19e2e,19e2e,8JgRZeFDVZ,8JgRZeFDVZ
Voice,0,2012-05-08 23:34:58.0,1,94e039d29cc94e5,07217fa09abd97c,19e2e,19e2e,3cVu6QQcZ6,3cVu6QQcZ6
data,0,2012-05-08 23:35:01.0,_,9fd5b9769676f86,5a4dc9e82deb309,19e2e,OTHER,3mQAiRAfo7,3mQAiRAfo7
sms,25,2012-05-08 23:35:01.0,2,75bc5a4e6027daa,e98752006cb5287,19e2e,19e2e,G6RcN7ITIU,G6RcN7ITIU
sms,0,2012-05-08 23:35:03.0,1,0ed134e43685150,93343ba6e41af95,19e2e,19e2e,C0BHe0rClY,C0BHe0rClY
Voice,8,2012-05-08 23:35:05.0,0,57a26cd8bc39806,54cf4984b0d3df7,19e2e,19e2e,6nS9dyWFhF,6nS9dyWFhF
Voice,0,2012-05-08 23:35:06.0,2,ae29fdf7237bdaf,086186829a0bd71,19e2e,19e2e,D0cnAd6cFq,D0cnAd6cFq
sms,25,2012-05-08 23:35:08.0,1,c56540ac3831a8b,38fb7f929aec436,19e2e,19e2e,FLtt+9eiRQ,FLtt+9eiRQ
data,0,2012-05-08 23:35:08.0,_,7d21b03d08b9b12,5a4dc9e82deb309,19e2e,OTHER,Fxv+GI3K6t,Fxv+GI3K6t
sms,0,2012-05-08 23:35:09.0,1,6444ee1c061a5a2,aaaf0e4bdec7311,19e2e,19e2e,DjnPgsdOOd,DjnPgsdOOd
Voice,0,2012-05-08 23:35:27.0,2,e45f1adb62f3ac2,ef5bd4114be12f2,19e2e,19e2e,2PbwFG2K9y,2PbwFG2K9y
data,0,2012-05-08 23:35:29.0,_,ca7e0aacd143f2c,5a4dc9e82deb309,19e2e,OTHER,3WeW1UkK68,3WeW1UkK68
Voice,0,2012-05-08 23:35:36.0,2,ade57c7dfbf03a0,78c25401609ee8d,19e2e,19e2e,AG8APtQS4J,AG8APtQS4J
sms,25,2012-05-08 23:35:36.0,4,700d2d708a4d780,9bcf7e5dbcffa73,19e2e,19e2e,BO1m/426wL,BO1m/426wL
sms,0,2012-05-08 23:35:42.0,0,cab2e8169098ec2,e09e736e46c5c3d,19e2e,19e2e,7OeLONGBwT,7OeLONGBwT
Voice,180,2012-05-08 23:35:43.0,2,112402cae704e48,1b088d4238d4bde,19e2e,19e2e,7vwqp+zGUZ,7vwqp+zGUZ
sms,25,2012-05-08 23:35:43.0,1,768f553bc469818,f72a073d34cc08d,19e2e,19e2e,CiW7Jvq070,CiW7Jvq070
sms,25,2012-05-08 23:35:55.0,0,0419783a883fe48,cc127dfbc737399,19e2e,19e2e,+QZ9qRtNxA,+QZ9qRtNxA
sms,0,2012-05-08 23:36:13.0,2,dea82dcb7d4b50a,e09e736e46c5c3d,19e2e,19e2e,2dmu2Iy1CX,2dmu2Iy1CX
sms,0,2012-05-08 23:36:14.0,4,ae56c1634d3b5f2,7ff64cbb1f868ad,19e2e,19e2e,7OeLONGBwT,7OeLONGBwT
Voice,144,2012-05-08 23:36:29.0,0,2844ccd7384ed4a,fa6bb1f5365d846,19e2e,19e2e,FDcS1VE6Ua,FDcS1VE6Ua
sms,0,2012-05-08 23:36:32.0,1,de5ec2c15eab804,795ebb5160adaae,19e2e,19e2e,GVXZtt0NrY,GVXZtt0NrY
sms,0,2012-05-08 23:36:33.0,2,81e899cf185e609,e09e736e46c5c3d,19e2e,19e2e,77XAFQmoad,77XAFQmoad
Voice,0,2012-05-08 23:36:37.0,2,10a61e9a8107a52,1f14cf1050051c6,19e2e,19e2e,Dp/dYhFZIq,Dp/dYhFZIq
Voice,0,2012-05-08 23:36:45.0,2,7f04e0031a209da,e2368769d834314,19e2e,19e2e,18iJZATMMC,18iJZATMMC
sms,0,2012-05-08 23:37:06.0,2,b1aac963721decd,506518a6077213e,19e2e,19e2e,AOK0ydVcML,AOK0ydVcML
sms,0,2012-05-08 23:37:08.0,2,e276b2c9027a9c7,adadcee0f23858a,19e2e,19e2e,EQ7f+AqXtU,EQ7f+AqXtU
sms,0,2012-05-08 23:37:18.0,2,a048e1ab344dcd8,7af76c2046e02f3,19e2e,OTHER,GBxcFm9Hqd,GBxcFm9Hqd
Voice,42,2012-05-08 23:37:19.0,2,94d956bc2d03074,f02a2bdf906d0f8,19e2e,19e2e,64Z7+ykhsT,64Z7+ykhsT
sms,50,2012-05-08 23:37:20.0,2,b2e0a3e6e1333fc,be7b38421380d1a,19e2e,19e2e,Fm85RE1GD9,Fm85RE1GD9
Voice,0,2012-05-08 23:37:34.0,3,1ddf1311335fc59,782e612306ad7b2,19e2e,19e2e,C5aZKGt6gS,C5aZKGt6gS
Voice,0,2012-05-08 23:37:41.0,1,84fd261b201e1bf,e6a68042327a0f0,19e2e,19e2e,8GqjWcIWAp,8GqjWcIWAp
Voice,22,2012-05-08 23:37:44.0,1,4c40457d960b153,48a4d0093605490,19e2e,19e2e,0BRdojv2my,0BRdojv2my
Voice,0,2012-05-08 23:37:50.0,1,f742d93878a536d,f5924232b301f02,19e2e,19e2e,1mtIa2GRBc,1mtIa2GRBc
Voice,8,2012-05-08 23:37:51.0,2,67d57dd11fac2a8,517e9515ae525ae,19e2e,19e2e,6X4+hML4kB,6X4+hML4kB
data,0,2012-05-08 23:37:52.0,_,5400be96ef695f2,5a4dc9e82deb309,19e2e,OTHER,60rBK3VnF7,60rBK3VnF7
Voice,62,2012-05-08 23:37:53.0,4,928fbe18248c3da,ac09ff97587f696,19e2e,19e2e,FiSHrmEwXi,FiSHrmEwXi
Voice,0,2012-05-08 23:37:56.0,1,13174ab0cefcedb,d88b0d97fe2562b,19e2e,19e2e,Co2R4AZ8Ux,Co2R4AZ8Ux
sms,0,2012-05-08 23:38:02.0,2,884fe7c0d9ea04e,dd242f3ff08eae5,19e2e,19e2e,CZn1sFJ1kx,CZn1sFJ1kx
data,0,2012-05-08 23:38:06.0,_,092893331a0b9f3,5a4dc9e82deb309,19e2e,OTHER,HUZpw2mASJ,HUZpw2mASJ
sms,0,2012-05-08 23:38:08.0,1,a22c31c91b881fe,4fe3f81358d59b5,19e2e,19e2e,GQJqAknnaU,GQJqAknnaU
sms,0,2012-05-08 23:38:27.0,3,43cfe0ddd7da885,aaaf0e4bdec7311,19e2e,19e2e,/TJNe+Mmtu,/TJNe+Mmtu
sms,0,2012-05-08 23:38:28.0,1,e8d9f8c74e0cbe4,3f2b97e26de9a15,19e2e,19e2e,9dErPB9dKW,9dErPB9dKW
Voice,23,2012-05-08 23:38:30.0,1,edd40e3846c4b22,84a202657290df1,19e2e,19e2e,BibJ2PNHaK,BibJ2PNHaK
sms,0,2012-05-08 23:38:33.0,1,bc9846ab6461be0,aaaf0e4bdec7311,19e2e,19e2e,+pZNtCvhmT,+pZNtCvhmT
sms,25,2012-05-08 23:38:43.0,1,4aaba6f1b7e5588,db6aeaad3475b30,19e2e,19e2e,1e6np3yqFN,1e6np3yqFN
data,4,2012-05-08 23:38:50.0,_,7a1b4c1b55d9a03,5a4dc9e82deb309,19e2e,OTHER,C0BHe0rClY,C0BHe0rClY
Voice,0,2012-05-08 23:38:55.0,1,f89f533f50771bd,02d341356e3d880,19e2e,19e2e,1DLa1Gsiik,1DLa1Gsiik
sms,0,2012-05-08 23:38:56.0,2,082c55156399b92,e09e736e46c5c3d,19e2e,19e2e,EXwMnX/Zun,EXwMnX/Zun
sms,0,2012-05-08 23:38:59.0,0,bc8e5a45c69f9ae,c773666f77512bf,19e2e,19e2e,13O1+JEun3,13O1+JEun3
Voice,159,2012-05-08 23:39:03.0,2,7d144656a67ca9e,6e5fcf578ad3076,19e2e,19e2e,3yeW6Punpk,3yeW6Punpk
data,0,2012-05-08 23:39:06.0,_,2f3e867bad35b4e,5a4dc9e82deb309,19e2e,OTHER,8kLhFbpw0Y,8kLhFbpw0Y
Voice,0,2012-05-08 23:39:11.0,2,69c4a8984fc5232,2a720879ab03b53,19e2e,19e2e,AuTtth5E9P,AuTtth5E9P
Voice,0,2012-05-08 23:39:14.0,0,f8b51dd37d5f48a,14f95e3fbf3e961,19e2e,19e2e,2LuHm8D2MC,2LuHm8D2MC
Voice,20,2012-05-08 23:39:14.0,0,09255bd5ba0671b,a427b4a3f43f14f,19e2e,19e2e,6KGV6b77hq,6KGV6b77hq
Voice,0,2012-05-08 23:39:15.0,1,a862c27cb34ff97,47d057805046185,19e2e,19e2e,+cNeJzsTp3,+cNeJzsTp3
data,0,2012-05-08 23:39:20.0,_,01792e160de3e5d,5a4dc9e82deb309,19e2e,OTHER,GIV2dmc9lo,GIV2dmc9lo
sms,0,2012-05-08 23:39:24.0,0,c542f54d66e7f54,5f128b162cf35a9,19e2e,19e2e,Iaj1dYxNvy,Iaj1dYxNvy
Voice,0,2012-05-08 23:39:28.0,1,15f3c0b467a49aa,94c1553b4926210,19e2e,19e2e,2dmu2Iy1CX,2dmu2Iy1CX
data,0,2012-05-08 23:39:30.0,_,4001b8849b47109,5a4dc9e82deb309,19e2e,OTHER,7qPhUyC8/b,7qPhUyC8/b
sms,0,2012-05-08 23:39:31.0,2,1c412d42a13c1c1,c54f174b40ee7ac,19e2e,19e2e,0UFkHqX87G,0UFkHqX87G
Voice,2,2012-05-08 23:39:33.0,2,894be55de4b0cd7,5961e4b0463794f,19e2e,19e2e,889VPNrppJ,889VPNrppJ
Voice,17,2012-05-08 23:39:33.0,0,5691a28448685a5,eef02f0becaf004,19e2e,19e2e,C+CB2i8BnW,C+CB2i8BnW
sms,0,2012-05-08 23:39:36.0,0,cc3f13593883bfb,010740b50d2d12b,19e2e,19e2e,CvUAiacu51,CvUAiacu51
sms,0,2012-05-08 23:39:40.0,2,28ef299a857cb60,b33c6ec7383e543,19e2e,19e2e,9hl3yLvU6j,9hl3yLvU6j
data,0,2012-05-08 23:39:49.0,_,058d0e27077588e,5a4dc9e82deb309,19e2e,OTHER,3u865XIo6c,3u865XIo6c
Voice,117,2012-05-08 23:40:00.0,0,a26fc282dd20201,377696023bab58f,19e2e,19e2e,GQJqAknnaU,GQJqAknnaU
sms,0,2012-05-08 23:40:02.0,1,8b11c4e4d1357a1,aaaf0e4bdec7311,19e2e,19e2e,22Z3fM8uPX,22Z3fM8uPX
data,0,2012-05-08 23:40:02.0,_,202b693791a4666,5a4dc9e82deb309,19e2e,OTHER,HfOimAhh3u,HfOimAhh3u
sms,0,2012-05-08 23:40:10.0,3,79553cdc10fc423,aaaf0e4bdec7311,19e2e,19e2e,9+YvxgwXCr,9+YvxgwXCr
Voice,122,2012-05-08 23:40:11.0,1,8bc2f3cf76eab27,6e659620e0ac9cd,19e2e,19e2e,4pw2r6WOLL,4pw2r6WOLL
data,0,2012-05-08 23:40:32.0,_,8af0eaead5f5655,5a4dc9e82deb309,19e2e,OTHER,FLtt+9eiRQ,FLtt+9eiRQ
Voice,32,2012-05-08 23:40:34.0,0,1e1e7cd841bdeb9,c92a22f92793372,19e2e,19e2e,69PzMuWJR2,69PzMuWJR2
sms,0,2012-05-08 23:40:36.0,0,8ab8b9ed6989f61,e09e736e46c5c3d,19e2e,19e2e,2FzOAUm82C,2FzOAUm82C
Voice,0,2012-05-08 23:40:42.0,2,46257e10d2ac3f7,62c233bed7b9416,19e2e,19e2e,C5aZKGt6gS,C5aZKGt6gS
data,0,2012-05-08 23:40:46.0,_,63fc54f6ef160a9,5a4dc9e82deb309,19e2e,OTHER,/NPTR0H+5I,/NPTR0H+5I
Voice,4,2012-05-08 23:40:47.0,1,f6c97b755e696f0,cfed1647cacae71,19e2e,19e2e,GU8ZmYaogn,GU8ZmYaogn
data,0,2012-05-08 23:40:51.0,_,b23c3aaadfeb341,5a4dc9e82deb309,19e2e,OTHER,AJ5dgXjb+X,AJ5dgXjb+X
sms,0,2012-05-08 23:40:55.0,4,269a07a063a3547,aaaf0e4bdec7311,19e2e,19e2e,1mtIa2GRBc,1mtIa2GRBc
sms,0,2012-05-08 23:40:55.0,2,d5f94d4c575ec39,bc9d90a010ebd7f,19e2e,19e2e,60rBK3VnF7,60rBK3VnF7
sms,0,2012-05-08 23:41:04.0,0,1cc832fd3e29113,88019b9a19127fc,19e2e,19e2e,1MTLUFpdzd,1MTLUFpdzd
sms,0,2012-05-08 23:41:11.0,3,9d2adde630046ee,93343ba6e41af95,19e2e,19e2e,Hgv1whRTy8,Hgv1whRTy8
Voice,90,2012-05-08 23:41:17.0,0,69db7a0d8ba1bd4,be8b758c8159846,19e2e,19e2e,176sGHv7Ym,176sGHv7Ym
Voice,101,2012-05-08 23:41:29.0,0,b9f2c25a112628f,e8812ea46f2d6c7,19e2e,19e2e,7OeLONGBwT,7OeLONGBwT
data,0,2012-05-08 23:41:34.0,_,e6f091343b5fce5,5a4dc9e82deb309,19e2e,OTHER,5HRxdUQlOC,5HRxdUQlOC
Voice,17,2012-05-08 23:41:38.0,5,2642ec762ef3292,e8ab94b15ba5635,19e2e,19e2e,BO1m/426wL,BO1m/426wL
sms,0,2012-05-08 23:41:39.0,2,599b3229b8370cf,8f59f3ed28ea095,19e2e,19e2e,0K+IDi1yjl,0K+IDi1yjl
sms,0,2012-05-08 23:41:42.0,0,789c602c89980cd,da0fe5622772126,19e2e,19e2e,BOhNtjjr5l,BOhNtjjr5l
sms,0,2012-05-08 23:41:49.0,0,573a0d720308436,93343ba6e41af95,19e2e,19e2e,/0FxP3az1x,/0FxP3az1x
Voice,0,2012-05-08 23:41:50.0,2,ea4d54e811ed39c,658be8c3e8125cf,19e2e,19e2e,DLaN/v1XdI,DLaN/v1XdI
sms,25,2012-05-08 23:41:57.0,2,1c8ad5a9adc8db8,4b69cb414c8794b,19e2e,19e2e,GQJqAknnaU,GQJqAknnaU
sms,25,2012-05-08 23:42:00.0,3,6eb85442d71e9c1,88f14c775f12b75,19e2e,19e2e,6I6iMT9PAR,6I6iMT9PAR
sms,0,2012-05-08 23:42:06.0,2,3c0d5f90d5f489d,a0be3d1e5c02287,19e2e,19e2e,CvUAiacu51,CvUAiacu51
data,0,2012-05-08 23:42:07.0,_,0b2cb3e39a44596,5a4dc9e82deb309,19e2e,OTHER,/xvRrCVKoQ,/xvRrCVKoQ
Voice,2,2012-05-08 23:42:10.0,4,fdf5bd87cf800c3,eac882fd46b61f7,19e2e,19e2e,HO3TDSi5H0,HO3TDSi5H0
sms,0,2012-05-08 23:42:13.0,0,3a9ac2f9871c89b,aaaf0e4bdec7311,19e2e,19e2e,DDdMwH7mXx,DDdMwH7mXx
sms,0,2012-05-08 23:42:20.0,2,8d430a237dd48dc,aaaf0e4bdec7311,19e2e,19e2e,ETS5upSJ97,ETS5upSJ97
Voice,0,2012-05-08 23:42:29.0,0,25108ed43bcd858,1041ca2fb118bd1,19e2e,19e2e,GU8ZmYaogn,GU8ZmYaogn
Voice,0,2012-05-08 23:42:30.0,1,2c17a97bf746f82,493dfb05373e13d,19e2e,19e2e,93mO70RgHR,93mO70RgHR
Voice,0,2012-05-08 23:42:33.0,1,18ed16a45b5942c,3e4629050e16a74,19e2e,19e2e,DJ9GKi9/72,DJ9GKi9/72
sms,0,2012-05-08 23:42:35.0,2,e56194863f1fb78,8c1be5d12a2ecc8,19e2e,19e2e,6dZgOHeA29,6dZgOHeA29
sms,25,2012-05-08 23:42:37.0,0,b10cf988d5da287,79762ba52eee39b,19e2e,19e2e,FB5DvKuz6u,FB5DvKuz6u
Voice,29,2012-05-08 23:42:39.0,2,c209d53a893039e,bd3ead8de0717c3,19e2e,19e2e,60rBK3VnF7,60rBK3VnF7
sms,0,2012-05-08 23:42:41.0,2,92e36db4b800763,38f9fe3a046075b,19e2e,19e2e,2aXXOLyR5M,2aXXOLyR5M
sms,0,2012-05-08 23:42:48.0,2,78f2f5b5afec23f,5147ffd9535fee8,19e2e,19e2e,Ja/ydSnxQ1,Ja/ydSnxQ1
sms,0,2012-05-08 23:42:56.0,4,6812c08a138e352,591decd798f7501,19e2e,19e2e,HoZ4ygxW6Z,HoZ4ygxW6Z
sms,0,2012-05-08 23:43:00.0,2,0d80891b7a2627f,93343ba6e41af95,19e2e,19e2e,CJYUVKPKNJ,CJYUVKPKNJ
sms,0,2012-05-08 23:43:07.0,1,628265cf8e64cd5,e09e736e46c5c3d,19e2e,19e2e,/+cKZKIp41,/+cKZKIp41
sms,0,2012-05-08 23:43:08.0,2,d5f94d4c575ec39,6bc6df1ef386942,19e2e,19e2e,3zwc9ry2i5,3zwc9ry2i5
Voice,60,2012-05-08 23:43:26.0,0,49cd72757d9d1f2,02e5cc07f3e41be,19e2e,19e2e,51qrsXM+vt,51qrsXM+vt
Voice,0,2012-05-08 23:43:38.0,2,4d8e7da02a58a75,3fd68521dde8ad0,19e2e,19e2e,8kPSO4xAwY,8kPSO4xAwY
sms,0,2012-05-08 23:43:40.0,2,fd722919f7e1b75,aaaf0e4bdec7311,19e2e,19e2e,GIV2dmc9lo,GIV2dmc9lo
Voice,0,2012-05-08 23:43:40.0,2,75ac6c9da3195ea,81b8bdc99c59c90,19e2e,19e2e,GcrZa8zEew,GcrZa8zEew
data,0,2012-05-08 23:43:48.0,_,27e9e1f3d0fc07f,5a4dc9e82deb309,19e2e,OTHER,FB5DvKuz6u,FB5DvKuz6u
data,0,2012-05-08 23:43:57.0,_,fe2446690bd6b11,5a4dc9e82deb309,19e2e,OTHER,9l97s9YtkD,9l97s9YtkD
Voice,42,2012-05-08 23:43:58.0,1,b891864d493c1ab,62ccbdeb84924cd,19e2e,19e2e,Kc1+LQdHc8,Kc1+LQdHc8
sms,0,2012-05-08 23:44:04.0,1,b109ef2d391ecd0,0e7c60b8cf3d0f1,19e2e,19e2e,ETS5upSJ97,ETS5upSJ97
sms,25,2012-05-08 23:44:07.0,2,4b6734f9b50a94b,1eeb0a5fa8f933b,19e2e,19e2e,0mXwALOFFi,0mXwALOFFi
Voice,0,2012-05-08 23:44:10.0,1,bda87ea9ecec5a3,71c680558634df7,19e2e,19e2e,LCLS1e2aqz,LCLS1e2aqz
sms,25,2012-05-08 23:44:16.0,1,99b715817ff4bc9,5c8770a95f25ddd,19e2e,19e2e,Co2R4AZ8Ux,Co2R4AZ8Ux
Voice,30,2012-05-08 23:44:29.0,1,4c8e9f7accc2cb3,6ce69385d076c2d,19e2e,19e2e,6nS9dyWFhF,6nS9dyWFhF
Voice,0,2012-05-08 23:44:29.0,3,1ffb035c09ed51b,b3af8c21c425d7a,19e2e,19e2e,A13t/dPIcF,A13t/dPIcF
sms,0,2012-05-08 23:44:33.0,1,6c708920fe249b6,55d454219c831ac,19e2e,19e2e,KY7L4Oke5w,KY7L4Oke5w
sms,0,2012-05-08 23:44:40.0,2,0807fa6d2a377fc,bbb4db72732c016,19e2e,19e2e,LdFD5KonJa,LdFD5KonJa
sms,0,2012-05-08 23:44:44.0,4,6cd20da52b59a31,30f046b6e21bcf4,19e2e,19e2e,++ctND+jGD,++ctND+jGD
Voice,41,2012-05-08 23:44:49.0,3,c7e1f13cef790b4,4bf9a36c1abf997,19e2e,19e2e,LCKycsi61c,LCKycsi61c
Voice,0,2012-05-08 23:44:50.0,2,e490718dc74a355,55ad144fa74fddc,19e2e,19e2e,/eeMklgyJA,/eeMklgyJA
Voice,28,2012-05-08 23:45:04.0,4,5ff00f63300f087,b0809dddc1073a6,19e2e,19e2e,/NPTR0H+5I,/NPTR0H+5I
sms,0,2012-05-08 23:45:07.0,3,bc8cba83337e6aa,ab43461c0992267,19e2e,19e2e,4wcFwPWjZJ,4wcFwPWjZJ
data,0,2012-05-08 23:45:11.0,_,6a79c2411184ddd,5a4dc9e82deb309,19e2e,OTHER,FSTkdCgmAC,FSTkdCgmAC
Voice,0,2012-05-08 23:45:14.0,0,02ae3adc509bb83,0dec4accbd0e2f3,19e2e,19e2e,47yB6si0R9,47yB6si0R9
Voice,67,2012-05-08 23:45:18.0,1,2dc646abe3149ee,2c7bf68e8e7cb15,19e2e,19e2e,1e6np3yqFN,1e6np3yqFN
data,0,2012-05-08 23:45:18.0,_,04d0c0cd8ecfedc,5a4dc9e82deb309,19e2e,OTHER,FPh4QlL+Yv,FPh4QlL+Yv
data,0,2012-05-08 23:45:18.0,_,6fa419ae7333f10,5a4dc9e82deb309,19e2e,OTHER,KUkWE6WX0x,KUkWE6WX0x
data,0,2012-05-08 23:45:26.0,_,c1035e475daf389,5a4dc9e82deb309,19e2e,OTHER,/0FxP3az1x,/0FxP3az1x
sms,0,2012-05-08 23:45:27.0,0,bd241e52dc39718,aaaf0e4bdec7311,19e2e,19e2e,HTigrrdKrX,HTigrrdKrX
sms,0,2012-05-08 23:45:37.0,3,daa2da2db225560,6fff2020435e057,19e2e,19e2e,72oK29w3II,72oK29w3II
sms,0,2012-05-08 23:45:43.0,2,87229fab200e06d,fc87ed95319ab9f,19e2e,19e2e,JIT9Drf2/Z,JIT9Drf2/Z
sms,0,2012-05-08 23:45:44.0,0,dd5d6a49100dae6,aeeef38d8cfe074,19e2e,19e2e,3T/wsniMlZ,3T/wsniMlZ
Voice,3,2012-05-08 23:45:50.0,1,344e6c53203f353,a8e0792093173f2,19e2e,19e2e,8GqjWcIWAp,8GqjWcIWAp
Voice,258,2012-05-08 23:45:52.0,4,3ab94ec40dfdfc0,d8cfdf8115c0383,19e2e,19e2e,Co2R4AZ8Ux,Co2R4AZ8Ux
sms,0,2012-05-08 23:45:59.0,1,80aea7462ad6117,9b9d3b0ebac02c2,19e2e,19e2e,DIlrx2FgIV,DIlrx2FgIV
Voice,32,2012-05-08 23:46:06.0,1,676b6d79bc34233,33f3b46dac6177a,19e2e,19e2e,4eA1+4uyTK,4eA1+4uyTK
